0,336
1,336
2,336
3,336
4,336
5,336
6,336
7,336
8,336
9,336
10,336
11,336
12,336
13,336
14,336
15,336
16,336
17,336
18,336
19,336
20,336
21,336
22,336
23,336
24,336
25,336
26,336
27,336
28,336
29,336
30,336
31,336
32,336
33,336
34,336
35,336
36,336
37,336
38,336
39,336
40,336
41,336
42,336
43,336
44,336
45,336
46,336
47,336
48,336
49,336
50,336
51,336
52,336
53,336
54,336
55,336
56,336
57,336
58,336
59,336
60,336
61,336
62,336
63,336
64,336
65,336
66,336
67,336
68,336
69,336
70,336
71,336
72,336
73,336
74,336
75,336
76,336
77,336
78,336
79,336
80,336
81,336
82,336
83,336
84,336
85,336
86,336
87,336
88,336
89,336
90,336
91,336
92,336
93,336
94,336
95,336
96,336
97,336
98,336
99,336
100,336
101,336
102,336
103,336
104,336
105,336
106,336
107,336
108,336
109,336
110,336
111,336
112,336
113,336
114,336
115,336
116,336
117,336
118,336
119,336
120,336
121,336
122,336
123,336
124,336
125,336
126,336
127,336
128,336
129,336
130,336
131,336
132,336
133,336
134,336
135,336
136,336
137,336
138,336
139,336
140,336
141,336
142,336
143,336
144,336
145,336
146,336
147,336
148,336
149,336
150,336
151,336
152,336
153,336
154,336
155,336
156,336
157,336
158,336
159,336
160,336
161,336
162,336
163,336
164,336
165,336
166,336
167,336
168,336
169,336
170,336
171,336
172,336
173,336
174,336
175,336
176,336
177,336
178,336
179,336
180,336
181,336
182,336
183,336
184,336
185,336
186,336
187,336
188,336
189,336
190,336
191,336
192,336
193,336
194,336
195,336
196,336
197,336
198,336
199,336
200,336
201,336
202,336
203,336
204,336
205,336
206,336
207,336
208,336
209,336
210,336
211,336
212,336
213,336
214,336
215,336
216,336
217,336
218,336
219,336
220,336
221,336
222,336
223,336
224,336
225,336
226,336
227,336
228,336
229,336
230,336
231,336
232,336
233,336
234,336
235,336
236,336
237,336
238,336
239,336
240,336
241,336
242,336
243,336
244,336
245,336
246,336
247,336
248,336
249,336
250,336
251,336
252,336
253,336
254,336
255,336
256,336
257,336
258,336
259,336
260,336
261,336
262,336
263,336
264,336
265,336
266,336
267,336
268,336
269,336
270,336
271,336
272,336
273,336
274,336
275,336
276,336
277,336
278,336
279,336
280,336
281,336
282,336
283,336
284,336
285,336
286,336
287,336
288,336
289,336
290,336
291,336
292,336
293,336
294,336
295,336
296,336
297,336
298,336
299,336
300,336
301,336
302,336
303,336
304,336
305,336
306,336
307,336
308,336
309,336
310,336
311,336
312,336
313,336
314,336
315,336
316,336
317,336
318,336
319,336
320,336
321,336
322,336
323,336
324,336
325,336
326,336
327,337
327,337
328,337
329,337
330,337
331,338
332,338
333,338
334,338
335,338
336,339
337,339
338,339
339,339
340,339
341,340
342,340
343,340
344,340
345,340
346,341
347,341
348,341
349,341
350,341
351,342
352,342
353,342
354,342
355,342
356,343
357,343
358,343
359,343
360,343
361,344
362,344
363,344
364,344
365,344
366,345
367,345
368,345
369,345
370,345
371,346
372,346
373,346
374,346
375,346
376,347
377,347
378,347
379,347
379,346
380,345
381,345
382,344
383,344
384,343
385,343
386,342
387,342
388,341
389,341
390,340
391,340
392,339
393,339
394,338
395,338
396,337
397,337
398,336
399,336
400,335
401,335
402,334
403,334
404,333
405,333
406,332
407,332
408,331
409,331
410,330
411,330
412,329
413,329
414,328
415,328
416,327
417,327
418,326
419,326
420,325
421,325
422,324
423,324
424,323
425,323
426,322
427,322
428,321
429,321
430,320
431,320
432,319
433,319
434,318
435,318
436,317
437,317
438,316
439,316
440,315
441,315
442,314
443,314
444,313
445,313
446,312
447,312
448,311
449,311
450,310
451,310
452,309
453,309
454,308
455,308
456,307
457,307
458,306
459,306
460,305
461,305
462,304
463,304
464,303
465,303
466,302
467,302
468,301
469,301
470,300
471,300
472,299
473,299
474,298
475,298
476,297
477,297
478,296
479,296
480,295
481,295
482,294
483,294
484,293
485,293
486,292
487,289
488,289
489,289
490,289
491,289
492,289
493,289
494,289
495,289
496,289
497,289
498,289
499,289
500,289
501,289
502,289
503,289
504,289
505,289
506,289
507,289
508,289
509,289
510,289
511,289
512,289
513,289
514,289
515,289
516,289
517,289
518,289
519,289
520,289
521,289
522,289
523,289
524,289
525,289
526,289
527,289
528,289
529,289
530,289
531,289
532,289
533,289
534,289
535,288
536,287
536,286
536,285
536,284
536,283
536,282
536,281
536,280
536,279
536,278
536,277
536,276
536,275
536,274
536,273
536,272
536,271
536,270
536,269
536,268
536,267
537,267
538,267
539,267
540,267
541,267
542,267
543,267
544,267
545,267
546,267
547,267
548,267
549,267
550,267
551,267
552,267
553,267
554,267
555,267
556,267
557,267
558,267
559,267
560,267
561,267
562,267
563,267
564,267
565,267
566,267
567,267
568,267
569,267
570,267
571,267
572,267
573,267
574,267
575,267
576,267
577,267
578,267
579,267
580,267
581,267
582,267
583,267
584,267
585,267
586,267
587,267
588,267
589,267
590,267
591,267
592,267
603,265
603,266
603,267
603,268
603,269
603,270
603,271
603,272
603,273
603,274
603,275
603,276
603,277
603,278
603,279
603,280
603,281
603,282
603,283
603,284
603,285
603,286
603,287
604,287
605,287
606,287
607,287
608,287
609,287
610,287
611,287
612,287
613,287
614,287
615,287
616,287
617,287
618,287
619,287
620,287
621,287
622,287
623,287
624,287
625,287
626,287
627,287
628,287
629,287
630,287
631,287
632,287
633,287
634,287
635,287
636,287
637,287
638,287
639,287
640,287
641,287
642,287
643,287
644,287
645,287
646,287
647,287
648,287
649,287
650,287
651,287
652,287
653,287
654,287
655,287
656,287
657,287
658,287
659,287
660,287
661,287
662,287
663,287
664,287
665,287
666,287
667,287
668,287
669,287
670,287
671,287
672,287
673,287
674,287
675,287
676,287
677,287
678,287
679,287
679,288
679,287
679,286
679,285
679,284
679,283
679,282
679,281
679,280
679,279
679,278
679,277
679,276
679,275
679,274
679,273
679,272
679,271
679,270
679,269
679,268
679,267
679,265
679,264
679,263
679,262
679,261
679,260
679,287
679,286
679,285
679,284
679,283
679,282
679,281
679,280
679,279
679,278
679,277
679,276
679,275
679,274
679,273
679,272
679,271
679,270
679,269
679,268
679,267
679,266
679,265
679,264
679,263
679,262
679,261
679,261
680,261
681,261
682,261
683,261
684,261
685,261
686,261
687,261
688,261
689,261
690,261
691,261
692,261
692,260
692,259
692,258
692,257
692,256
692,255
692,254
692,253
692,252
692,251
692,250
692,249
692,248
692,247
692,246
692,245
692,244
692,243
693,243
694,243
695,243
696,243
697,243
698,243
699,243
700,243
701,243
702,243
703,243
704,243
705,243
706,243
707,243
708,243
709,243
710,243
711,243
712,243
713,243
714,243
715,243
716,243
717,243
718,243
719,243
720,243
721,243
722,243
723,243
724,243
725,243
726,243
727,243
728,243
729,243
730,243
731,243
732,243
733,243
734,243
735,243
736,243
737,243
738,243
739,243
740,243
741,243
742,243
743,243
744,243
745,243
746,243
747,243
748,243
749,243
750,243
751,243
752,243
753,243
754,243
755,243
756,243
757,243
758,243
759,243
760,243
761,243
762,243
763,243
764,243
765,243
766,243
767,243
768,243
769,243
770,243
771,243
772,243
773,243
774,243
775,243
776,243
777,243
778,243
779,243
780,243
781,243
782,243
783,243
784,243
785,243
786,243
787,243
788,243
789,243
790,243
791,243
792,243
793,243
794,243
795,243
796,243
797,243
798,243
799,243
800,243
801,244
802,244
803,245
804,245
805,246
806,246
807,247
808,247
809,248
810,248
811,249
812,249
813,250
814,250
815,251
816,251
817,252
818,252
819,253
820,253
821,254
822,254
823,255
824,255
825,256
826,256
827,257
828,257
829,258
830,258
831,259
832,259
833,260
834,260
835,261
836,261
837,262
838,262
839,263
840,263
841,264
842,264
843,265
844,265
845,266
846,266
847,267
848,267
849,268
850,268
851,269
852,269
853,270
854,270
855,271
856,271
857,272
858,272
859,273
860,273
861,274
862,274
863,275
864,275
865,276
866,276
867,277
868,277
869,278
870,278
871,279
872,279
873,280
874,280
875,281
876,281
877,282
878,282
879,283
880,283
881,286
882,286
883,286
884,286
885,286
886,286
887,286
888,286
889,286
890,286
891,286
892,286
893,286
894,286
895,286
896,286
897,286
898,286
899,286
900,286
901,286
902,286
